"","Model","Trait","Accuracy","Kappa","Sensitivity","Specificity","F1"
"Accuracy","Ordinal","DTHD",0.396907216494845,0.03715958259099,0.769230769230769,0.303225806451613,0.338983050847458
"Accuracy2","Ordinal","DTHD",0.396907216494845,0.03715958259099,0.769230769230769,0.303225806451613,0.338983050847458
"Accuracy1","Ordinal","DTHD",0.421875,0.107687154580472,0.921052631578947,0.298701298701299,0.386740331491713
"Accuracy3","Ordinal","DTHD",0.396907216494845,0.03715958259099,0.769230769230769,0.303225806451613,0.338983050847458
"Accuracy11","Ordinal","DTHD",0.421875,0.107687154580472,0.921052631578947,0.298701298701299,0.386740331491713
"Accuracy21","Ordinal","DTHD",0.455958549222798,0.116493002572263,0.871794871794872,0.350649350649351,0.393063583815029
"Accuracy4","Ordinal","DTHD",0.396907216494845,0.03715958259099,0.769230769230769,0.303225806451613,0.338983050847458
"Accuracy12","Ordinal","DTHD",0.421875,0.107687154580472,0.921052631578947,0.298701298701299,0.386740331491713
"Accuracy22","Ordinal","DTHD",0.455958549222798,0.116493002572263,0.871794871794872,0.350649350649351,0.393063583815029
"Accuracy31","Ordinal","DTHD",0.401041666666667,0.0844252778238515,0.894736842105263,0.279220779220779,0.371584699453552
"Accuracy5","Ordinal","DTHD",0.396907216494845,0.03715958259099,0.769230769230769,0.303225806451613,0.338983050847458
"Accuracy13","Ordinal","DTHD",0.421875,0.107687154580472,0.921052631578947,0.298701298701299,0.386740331491713
"Accuracy23","Ordinal","DTHD",0.455958549222798,0.116493002572263,0.871794871794872,0.350649350649351,0.393063583815029
"Accuracy32","Ordinal","DTHD",0.401041666666667,0.0844252778238515,0.894736842105263,0.279220779220779,0.371584699453552
"Accuracy41","Ordinal","DTHD",0.424870466321244,0.0932831083082915,0.871794871794872,0.311688311688312,0.379888268156425
"Accuracy6","Ordinal","DTMT",0.412371134020619,0.0930861969982776,0.897435897435897,0.290322580645161,0.380434782608696
"Accuracy7","Ordinal","DTMT",0.412371134020619,0.0930861969982776,0.897435897435897,0.290322580645161,0.380434782608696
"Accuracy14","Ordinal","DTMT",0.40625,0.0790979468192527,0.868421052631579,0.292207792207792,0.366666666666667
"Accuracy8","Ordinal","DTMT",0.412371134020619,0.0930861969982776,0.897435897435897,0.290322580645161,0.380434782608696
"Accuracy15","Ordinal","DTMT",0.40625,0.0790979468192527,0.868421052631579,0.292207792207792,0.366666666666667
"Accuracy24","Ordinal","DTMT",0.383419689119171,0.089947299599794,0.948717948717949,0.24025974025974,0.383419689119171
"Accuracy9","Ordinal","DTMT",0.412371134020619,0.0930861969982776,0.897435897435897,0.290322580645161,0.380434782608696
"Accuracy16","Ordinal","DTMT",0.40625,0.0790979468192527,0.868421052631579,0.292207792207792,0.366666666666667
"Accuracy25","Ordinal","DTMT",0.383419689119171,0.089947299599794,0.948717948717949,0.24025974025974,0.383419689119171
"Accuracy33","Ordinal","DTMT",0.489583333333333,0.122715404699739,0.815789473684211,0.409090909090909,0.3875
"Accuracy10","Ordinal","DTMT",0.412371134020619,0.0930861969982776,0.897435897435897,0.290322580645161,0.380434782608696
"Accuracy17","Ordinal","DTMT",0.40625,0.0790979468192527,0.868421052631579,0.292207792207792,0.366666666666667
"Accuracy26","Ordinal","DTMT",0.383419689119171,0.089947299599794,0.948717948717949,0.24025974025974,0.383419689119171
"Accuracy34","Ordinal","DTMT",0.489583333333333,0.122715404699739,0.815789473684211,0.409090909090909,0.3875
"Accuracy42","Ordinal","DTMT",0.362694300518135,0.0329164460015481,0.82051282051282,0.246753246753247,0.342245989304813
"Accuracy18","Ordinal","GY",0.381443298969072,0.06317907444668,0.871794871794872,0.258064516129032,0.361702127659574
"Accuracy19","Ordinal","GY",0.381443298969072,0.06317907444668,0.871794871794872,0.258064516129032,0.361702127659574
"Accuracy110","Ordinal","GY",0.385416666666667,0.099523052464229,0.973684210526316,0.24025974025974,0.385416666666667
"Accuracy20","Ordinal","GY",0.381443298969072,0.06317907444668,0.871794871794872,0.258064516129032,0.361702127659574
"Accuracy111","Ordinal","GY",0.385416666666667,0.099523052464229,0.973684210526316,0.24025974025974,0.385416666666667
"Accuracy27","Ordinal","GY",0.38860103626943,0.076555023923445,0.897435897435897,0.25974025974026,0.372340425531915
"Accuracy28","Ordinal","GY",0.381443298969072,0.06317907444668,0.871794871794872,0.258064516129032,0.361702127659574
"Accuracy112","Ordinal","GY",0.385416666666667,0.099523052464229,0.973684210526316,0.24025974025974,0.385416666666667
"Accuracy29","Ordinal","GY",0.38860103626943,0.076555023923445,0.897435897435897,0.25974025974026,0.372340425531915
"Accuracy35","Ordinal","GY",0.411458333333333,0.0916094456539943,0.894736842105263,0.292207792207792,0.375690607734807
"Accuracy30","Ordinal","GY",0.381443298969072,0.06317907444668,0.871794871794872,0.258064516129032,0.361702127659574
"Accuracy113","Ordinal","GY",0.385416666666667,0.099523052464229,0.973684210526316,0.24025974025974,0.385416666666667
"Accuracy210","Ordinal","GY",0.38860103626943,0.076555023923445,0.897435897435897,0.25974025974026,0.372340425531915
"Accuracy36","Ordinal","GY",0.411458333333333,0.0916094456539943,0.894736842105263,0.292207792207792,0.375690607734807
"Accuracy43","Ordinal","GY",0.424870466321244,0.110599078341014,0.923076923076923,0.298701298701299,0.39344262295082
"Accuracy37","Ordinal","Height",0.412371134020619,0.0843752587563136,0.871794871794872,0.296774193548387,0.373626373626374
"Accuracy38","Ordinal","Height",0.412371134020619,0.0843752587563136,0.871794871794872,0.296774193548387,0.373626373626374
"Accuracy114","Ordinal","Height",0.380208333333333,0.079155247460906,0.921052631578947,0.246753246753247,0.37037037037037
"Accuracy39","Ordinal","Height",0.412371134020619,0.0843752587563136,0.871794871794872,0.296774193548387,0.373626373626374
"Accuracy115","Ordinal","Height",0.380208333333333,0.079155247460906,0.921052631578947,0.246753246753247,0.37037037037037
"Accuracy211","Ordinal","Height",0.450777202072539,0.129891119428377,0.923076923076923,0.331168831168831,0.404494382022472
"Accuracy40","Ordinal","Height",0.412371134020619,0.0843752587563136,0.871794871794872,0.296774193548387,0.373626373626374
"Accuracy116","Ordinal","Height",0.380208333333333,0.079155247460906,0.921052631578947,0.246753246753247,0.37037037037037
"Accuracy212","Ordinal","Height",0.450777202072539,0.129891119428377,0.923076923076923,0.331168831168831,0.404494382022472
"Accuracy310","Ordinal","Height",0.369791666666667,0.0458353868900937,0.842105263157895,0.253246753246753,0.345945945945946
"Accuracy44","Ordinal","Height",0.412371134020619,0.0843752587563136,0.871794871794872,0.296774193548387,0.373626373626374
"Accuracy117","Ordinal","Height",0.380208333333333,0.079155247460906,0.921052631578947,0.246753246753247,0.37037037037037
"Accuracy213","Ordinal","Height",0.450777202072539,0.129891119428377,0.923076923076923,0.331168831168831,0.404494382022472
"Accuracy311","Ordinal","Height",0.369791666666667,0.0458353868900937,0.842105263157895,0.253246753246753,0.345945945945946
"Accuracy45","Ordinal","Height",0.440414507772021,0.13874886373027,0.974358974358974,0.305194805194805,0.41304347826087
